"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","respondent_t2","respondent_t3","respondent_t4","contacted","survey_language_es","sdo_scale","treat_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","trans.tolerance.dv.t0","trans.tolerance.dv.t1","miami_trans_law_t0_avg","miami_trans_law_t1_avg","gender_nonconformity_t0","gender_nonconformity_t1","treatment.delivered","t1.resid"
"66785",52556,60,"D","African American",1,1,0,0,1,1,1,1,0,3,3,1,-2,1,-1,-1,-1,3,100,99,79,50,100,2,5,1,1,0,3,0.450231909751892,3,3,100,100,100,-2,-2,2,0,0,0,1,1,1,1,1,0,0.973603546619415,0,0.260058641433716,0,0.934021523671076,-0.52270332231506,0.728808893375661,3,3,0.107377309292766,-1.30883732249572,FALSE,0.791477675302388
"66787",36916,24,"D","African American",1,1,0,0,1,1,0,1,0,0,-3,0,-2,-2,0,2,0,-3,100,0,0,0,100,0,3,1,0,0,2,-1.14396893978119,0,-2,50,0,0,-2,-1,0,0,1,0,1,1,1,1,1,0,1.55689251422882,0,-1.03182125091553,0,-0.890222782266062,-0.149402071298339,-0.332571128650863,-1.5,-1,-1.37406380726985,-0.816202734445365,TRUE,0.65764855898927
"66799",3643,68,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,3,0,0,0,0,0,0,-3,85,50,50,50,50,-2,4,1,1,0,3,-0.156203120946884,3,3,50,89,0,0,-1,1,-2,1,2,1,1,1,1,1,0,-6.6307687118794e-10,0,-0.156203120946884,0,0.873220948834392,-0.0845401336505679,0.659174626908259,3,3,0.547622133241092,0.0665943317083116,FALSE,0.589849042663836
"66801",60872,56,"D","Caucasian",1,0,1,0,1,1,1,1,0,0,2,-1,0,0,1,0,1,2,68,73,72,72,75,0,4,1,1,0,2,0.506792008876801,0,1,50,100,100,1,0,2,1,1,1,1,1,1,1,1,0,-0.378883540630341,0,0.874141335487366,0,0.834202070772279,0.685371446053268,1.39724712637352,1,0.5,0.547622133241092,1.0006274528355,FALSE,0.561664132846517
"66806",10818,46,"D","African American",1,1,0,0,0,1,1,1,0,0,0,0,0,-1,1,0,1,0,100,50,50,50,73,0,1,1,1,0,2,0.0645177736878395,2,2,100,50,50,0,0,1,1,1,1,1,1,1,1,1,0,-0.880031108856201,0,0.0475761368870735,0,0.673060275127777,0.432102858024804,0.755395110181884,0,2,0.0538084277202204,0.559228919758662,FALSE,0.652707835870362
"66814",39502,67,"D","Caucasian",0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,70,50,50,50,50,0,4,1,1,0,1,-0.141194939613342,1,1,40,50,50,0,0,0,0,0,0,1,1,1,1,1,0,0.806419312953949,1,0.0310025066137314,0,-0.200794847608003,-0.0845401336505679,-0.0961481004795024,0.5,1,0.547622133241092,0.559228919758662,FALSE,-0.0887560340548689
"66822",41485,43,"N","Hispanic",1,0,0,1,0,1,1,0,0,2,2,-1,0,0,1,1,1,3,32,75,50,50,75,1,3,1,1,1,0,0.582510769367218,1,2,50,67,77,1,1,1,1,1,1,1,1,1,1,1,0,-0.4539615213871,0,0.315648555755615,1,0.684045172114432,0.687477102869628,0.911369103281439,2,1.5,0.547622133241092,1.49326204088585,FALSE,0.185875442027762
"66823",14555,45,"N","Hispanic",0,0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,3,50,50,50,50,50,0,3,1,1,1,-1,0.0487863533198833,2,2,13,50,51,0,0,1,0,0,0,1,1,1,1,1,0,1.1621321439743,0,0.315648555755615,1,0.180573188858922,-0.0845401336505679,0.0869568771840279,2,2,0.547622133241092,0.559228919758662,FALSE,-0.149749796708637
"66828",3318,33,"N","Caucasian",0,0,1,0,1,1,0,0,0,1,3,0,1,1,1,1,1,3,100,75,50,100,75,1,0,1,1,0,1,0.865803122520447,2,2,100,50,71,1,1,1,0,0,0,1,1,1,1,1,0,-0.400788098573685,1,0.865803122520447,1,0.180573188858922,0.687477102869628,0.0869568771840279,2,2,1.50846510349656,1.49326204088585,TRUE,-0.689164631232209
"66829",1965,19,"N","Hispanic",0,0,0,1,0,0,0,0,0,3,2,2,-2,-2,1,-2,0,2,70,50,0,30,100,3,0,1,1,0,2,-0.455322772264481,2,1,50,50,50,-1,-2,1,-1,-1,-1,1,1,1,1,1,0,-0.988611400127411,0,-0.455322772264481,1,-0.434783560317675,-0.918137774775642,-0.581481355813828,2.5,1.5,-1.37406380726985,-0.867438789418877,FALSE,0.0664165455033792
"66832",12425,39,"D","African American",1,1,0,0,0,0,0,1,0,2,0,-1,-1,-1,0,0,0,0,94,50,32,50,50,0,3,1,1,0,2,-0.313017696142197,0,0,50,50,50,-1,-2,0,0,0,0,1,1,1,1,1,0,-0.289868772029877,1,-0.313017696142197,0,-0.439186914966468,-0.291759887492039,-0.0961481004795024,1,0,-0.413220837014379,-0.867438789418877,TRUE,0.35829239144131
"66834",46893,36,"D","African American",1,1,0,0,0,0,0,1,0,0,0,0,-1,-1,0,-1,-1,-1,100,2,2,12,91,-1,4,1,0,0,3,-1.22499287128448,0,-1,50,4,6,-2,-2,0,-2,-2,-2,1,1,1,1,1,0,1.7872406244278,1,-1.22499287128448,0,-1.88934462488953,-1.15638210451269,-1.85507184192107,0,-0.5,-0.413220837014379,-1.30883732249572,FALSE,-0.793006121561128
"66849",7935,37,"R","Caucasian",1,0,1,0,0,1,1,0,1,0,0,0,-2,-2,0,0,0,2,1,50,50,91,93,0,4,1,1,1,-1,-0.307571709156036,-1,-1,0,45,92,-2,-1,0,-1,-1,0,1,1,1,0,1,0,-6.6307687118794e-10,0,-0.307571709156036,0,-1.04511010796279,-0.0845401336505679,-0.589386163680719,0,-1,-1.37406380726985,-0.816202734445365,FALSE,-0.521137076375049
"66850",43751,62,"D","Hispanic",0,0,0,1,1,1,1,1,0,2,3,-1,0,-1,1,1,1,2,100,50,50,50,81,0,0,1,1,0,2,0.593141257762909,2,2,90,60,50,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-0.905874133110046,1,0.593141257762909,0,-0.237497837740888,0.687477102869628,-0.489731948108207,2.5,2,0.0538084277202204,0.50799286478515,FALSE,-1.49847357311556
"66851",33194,51,"D","Hispanic",1,0,0,1,0,0,0,1,0,3,3,1,1,-2,0,0,0,-1,51,50,50,49,50,0,3,1,1,0,0,-0.0104712648317218,0,2,50,41,42,0,-1,0,0,1,1,1,0,0,1,1,0,-0.235650777816772,1,-0.0104712648317218,0,0.0685257044735121,-0.0845401336505679,0.26467631659163,3,1,0.0270239869339474,0.0665943317083116,TRUE,0.255058181517008
"66852",37932,42,"D","African American",1,1,0,0,1,1,0,1,0,3,2,0,-2,0,0,0,-1,2,100,50,50,100,100,0,2,1,1,0,3,0.122182548046112,3,3,50,51,50,-2,0,2,0,0,0,1,1,1,1,1,0,-0.288823395967484,0,0.0278564803302288,0,0.569382831292752,-0.348421849423943,0.27923679561812,2.5,3,-0.386436396228105,-0.323568146395015,FALSE,0.367277055509286
"66853",54073,51,"D","African American",0,1,0,0,1,1,1,1,0,3,2,0,0,0,0,0,0,0,100,30,13,72,100,0,0,1,1,0,3,-0.0664695873856544,2,2,100,0,50,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,-0.780929088592529,0,0.0278564803302288,0,-1.6054091893494,-0.510491849880259,-2.25798156033038,2.5,2,0.547622133241092,-1.30883732249572,FALSE,-1.937942618248
"66858",31877,45,"D","African American",1,1,0,0,0,1,1,1,0,-2,2,0,1,0,2,1,1,2,100,50,50,0,100,1,4,1,1,0,3,0.447814077138901,-2,2,100,50,50,1,1,1,1,1,1,1,1,1,1,1,0,-0.661341488361359,1,0.210925117135048,0,0.210970657324885,0.940238378771624,0.755395110181884,0,0,1.01465139797569,1.49326204088585,TRUE,0.0920087146135345
"66862",55858,40,"D","African American",1,1,0,0,0,1,0,1,0,1,-1,1,0,1,0,0,1,-1,83,50,50,50,100,1,2,1,1,0,2,-0.113485045731068,0,0,50,50,50,0,0,0,0,0,0,1,0,0,0,1,0,1.05201971530914,0,-0.113485045731068,0,-0.439186914966468,0.179341582122808,-0.0961481004795024,0,0,1.04143583876196,0.559228919758662,FALSE,-0.0883407214915737
"66868",4376,53,"D","African American",1,1,0,0,1,1,1,1,0,2,0,0,-2,-2,2,0,0,0,100,100,50,50,100,-2,4,1,1,0,3,-0.0502424500882626,3,0,100,99,50,-2,-2,2,0,-2,-2,1,1,1,1,1,0,-0.143906384706497,1,-0.0502424500882626,0,-0.0999245656723296,0.420982418153424,-0.167163815407283,1,1.5,-1.37406380726985,-1.30883732249572,TRUE,-0.137397387787782
"66878",43089,54,"N","Caucasian",1,0,1,0,1,1,1,0,0,3,3,-1,1,1,2,1,1,2,73,96,96,65,96,0,1,1,1,0,0,1.32062482833862,3,3,80,96,50,1,1,1,1,1,1,1,1,1,1,1,0,-0.826471090316772,0,1.26173162460327,1,1.25376621696385,1.46979997192205,1.17744238562774,3,3,1.50846510349656,1.49326204088585,FALSE,-0.223740058394321
"66879",50505,52,"D","African American",1,1,0,0,1,1,1,1,0,0,0,-1,0,1,1,1,1,-1,100,50,50,50,50,0,5,1,1,0,3,-0.0899938717484474,2,0,100,70,50,0,0,0,0,0,0,1,1,1,1,1,0,0.197543531656265,0,-0.0899938717484474,0,-0.0593099867269298,0.687477102869628,0.0873507149317386,0,1,1.04143583876196,0.559228919758662,FALSE,-0.105477573193006
"66886",44698,64,"D","Caucasian",1,0,1,0,1,1,1,1,0,3,3,-2,1,-1,1,1,1,3,100,99,50,50,100,1,0,1,1,1,2,1.2574075460434,2,2,100,50,50,1,0,1,0,0,1,1,1,1,1,1,0,-0.956087946891785,0,1.2574075460434,0,0.342737179324444,0.687477102869628,0.308031750833477,3,2,0.520837692454819,1.0006274528355,FALSE,-0.721983437600505
"66887",62390,24,"D","African American",1,1,0,0,0,1,0,1,0,3,3,-1,1,2,2,1,2,3,100,90,86,50,100,2,1,1,1,1,3,1.41395390033722,3,3,100,100,50,2,1,-2,2,2,2,1,1,1,1,1,0,-0.806145071983337,0,0.369240790605545,0,1.34709181977494,1.61855960222794,1.33326544871725,3,3,2.00227880901744,1.93466057396269,FALSE,-0.0242954886288637
"66893",66083,56,"D","African American",1,1,0,0,1,1,1,1,0,1,2,0,0,-1,0,0,0,-1,92,50,50,50,100,0,1,1,1,0,0,-0.000424889120040461,2,2,50,50,50,0,-1,1,0,0,-1,1,1,1,1,1,0,-0.254948824644089,1,-0.000424889120040461,0,0.0184091983933993,-0.0845401336505679,-0.134117996465422,1.5,2,0.0538084277202204,0.0665943317083116,FALSE,-0.033411168603871
"66894",21913,25,"N","Hispanic",1,0,0,1,0,1,0,0,0,3,3,-1,0,-1,2,1,1,2,92,85,85,76,85,2,0,1,1,0,3,1.13547730445862,0,0,50,50,50,0,0,0,0,0,0,1,1,1,1,1,0,-0.750607788562775,0,1.13547730445862,1,-0.439186914966468,1.34316567790782,-0.0961481004795024,3,0,0.0538084277202204,0.559228919758662,FALSE,-1.28641730867895
"66896",14462,55,"D","Hispanic",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-3,0,1,0,0,17,-2,1,1,1,0,2,-0.994363784790039,0,0,63,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-6.6307687118794e-10,0,-0.994363784790039,0,-0.811267213311696,-0.660150560987988,-0.554895139007605,0,0,0.547622133241092,0.559228919758662,FALSE,-0.398680686794751
"66901",39375,59,"R","Caucasian",1,0,1,0,1,1,1,0,1,0,3,1,1,0,1,0,0,0,2,76,50,38,63,0,0,1,1,0,-2,0.125250339508057,3,3,0,50,50,1,1,2,1,0,1,1,1,1,1,1,0,1.00058794021606,1,0.125250339508057,0,0.887644554733586,0.168221142251428,0.716176077488673,1.5,3,1.01465139797569,1.49326204088585,TRUE,0.340786354767204
"66910",1390,66,"N","Hispanic",1,0,0,1,0,1,1,0,0,3,2,0,0,0,0,0,0,2,50,62,50,0,50,0,3,1,1,0,2,0.119691804051399,0,3,50,50,1,-2,-2,2,0,2,0,1,1,1,1,1,1,-6.6307687118794e-10,0,0.263929784297943,1,0.54894152569591,-0.0845401336505679,0.714709875561041,2.5,1.5,0.547622133241092,-1.30883732249572,FALSE,0.192566239718961
"66916",21767,46,"N","Hispanic",1,0,0,1,0,0,0,0,0,3,2,0,-2,0,0,0,0,0,6,50,50,1,50,0,0,1,1,0,0,-0.246119171380997,0,2,50,50,50,0,-2,1,0,0,0,1,1,1,1,1,0,0.568270087242126,1,-0.214491307735443,1,-0.0504716200425246,-0.0845401336505679,0.0869568771840279,2.5,1,-0.386436396228105,-0.426040256342039,FALSE,0.0257996463464838
"66919",42534,47,"D","African American",0,1,0,0,1,1,0,1,0,3,-1,1,-1,0,1,0,0,0,50,50,50,50,50,-1,3,1,0,0,2,-0.465307950973511,1,0,50,50,50,-1,-1,0,-1,0,-1,1,1,1,1,1,0,0.216130748391151,0,-0.465307950973511,0,-0.649367839923484,0.168221142251428,-0.542262323120617,1,0.5,0.0805928685064935,-0.374804201368527,FALSE,-0.101722613746064
"66923",36551,34,"N","Caucasian",0,0,1,0,1,1,0,0,0,1,2,-1,1,0,1,1,0,3,100,80,80,50,91,0,0,1,1,1,2,0.97268283367157,3,3,100,86,77,2,1,2,2,1,2,1,1,1,1,1,0,0.331471472978592,1,1.19393539428711,1,1.64802945581101,0.768961643498705,1.71491217822676,1.5,3,1.01465139797569,1.93466057396269,TRUE,0.67977490844428
"66931",40932,24,"D","African American",0,1,0,0,0,1,1,1,0,-2,-2,-1,-2,-2,-2,2,-2,-3,100,0,0,100,100,0,0,1,1,0,3,-1.312007188797,-2,3,52,0,52,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,-6.6307687118794e-10,1,-1.312007188797,0,-1.94462914424455,-1.18268805464908,-2.25798156033038,-2,0.5,-1.37406380726985,-1.30883732249572,TRUE,-0.96655316479975
"66933",27669,46,"D","Caucasian",0,0,1,0,0,1,1,1,0,0,0,2,-2,-2,-2,-2,-2,-3,100,0,0,0,100,1,4,1,0,0,3,-1.50222265720367,1,2,50,50,50,-2,-2,-2,-2,-1,-2,1,1,1,1,1,0,-0.299215346574783,1,-0.383815556764603,0,-1.18206753859378,-2.20418503402838,-1.57691051144553,0,1.5,-1.37406380726985,-1.30883732249572,FALSE,0.139900249491623
"66936",29686,42,"N","Hispanic",1,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,82,49,50,0,83,2,1,1,0,0,1,0.156987681984901,3,3,100,66,10,-2,-2,1,1,0,1,1,1,0,1,1,1,-6.6307687118794e-10,0,0.156987681984901,1,0.863734281095599,-0.0845401336505679,0.679870152154135,3,3,0.547622133241092,-1.30883732249572,FALSE,0.360108130339917
"66938",34326,56,"R","Caucasian",0,0,1,0,1,1,1,0,1,2,3,-1,0,0,1,0,0,2,72,50,50,50,50,-1,4,1,1,1,-2,0.204946264624596,2,3,70,65,50,1,0,0,1,0,2,1,1,1,0,1,0,-0.0478787869215012,1,0.204946264624596,0,0.759958292035032,0.168221142251428,0.708665107369492,2.5,2.5,0.547622133241092,1.0006274528355,TRUE,0.450357257215034
"66949",22269,77,"R","Caucasian",0,0,1,0,1,1,1,0,1,2,3,0,0,-1,1,1,1,0,50,41,50,40,58,0,1,1,1,0,-2,0.00717139057815075,3,3,71,80,50,-1,-1,1,1,1,1,1,1,0,1,1,0,0.331938713788986,1,0.00717139057815075,0,1.13470052149338,0.687477102869628,1.03064333329875,2.5,3,0.0538084277202204,-0.374804201368527,TRUE,0.739349286704602
"66951",60712,55,"Other Party","Hispanic",0,0,0,1,1,1,1,0,0,3,3,-2,2,2,-2,2,2,3,100,100,100,100,100,3,1,1,1,0,3,1.65172648429871,3,3,100,83,83,2,2,-2,2,2,2,1,1,1,1,1,0,0.171376347541809,1,1.1972291469574,0,1.22058451833757,1.02405966311926,1.1772914556177,3,3,2.46930807375203,2.42729516201304,TRUE,-0.0789721155405163
"66953",25309,72,"D","African American",1,1,0,0,1,1,1,1,0,0,0,0,-2,0,0,-1,0,-1,100,20,0,50,18,0,1,1,1,0,3,-1.01442444324493,2,2,100,21,40,-2,-2,0,-1,0,-1,1,1,1,1,1,0,1.22702205181122,1,-1.01442444324493,0,-0.503912682697511,-0.915524805832813,-0.808335605466916,0,2,-0.386436396228105,-1.30883732249572,TRUE,0.0770678914345715
"66959",63647,26,"N","Hispanic",0,0,0,1,0,0,0,0,0,2,3,0,0,2,2,2,2,3,24,93,94,50,50,0,0,1,1,1,0,1.23601818084717,3,3,22,100,50,2,0,2,2,2,2,1,1,1,1,1,0,-0.0149714425206184,1,-0.261548012495041,1,1.91899569620879,1.96603151544675,2.06568535937137,2.5,3,1.53524954428284,1.44202598591234,TRUE,0.616402345332542
"66965",11719,30,"D","African American",1,1,0,0,1,1,1,1,0,2,2,2,-2,-2,-2,-2,-2,-3,50,50,50,50,50,2,4,1,1,1,3,-0.979899823665619,3,2,100,0,50,-2,-2,-2,-2,-2,-2,1,1,0,0,1,0,-0.422886550426483,0,-0.850405097007751,0,-1.48988678489868,-1.62857460669096,-2.25798156033038,2,2.5,-1.37406380726985,-1.30883732249572,FALSE,-0.917136718938271
"66967",15872,60,"D","Caucasian",0,0,1,0,0,0,0,1,0,2,2,0,0,0,2,1,1,3,65,100,100,50,93,0,0,1,1,1,2,1.16242456436157,2,3,40,100,50,0,0,2,0,1,1,1,1,1,1,1,0,-0.918970763683319,1,1.16242456436157,0,1.14744686654699,1.51584880610904,1.17220777738185,2,2.5,0.547622133241092,0.559228919758662,FALSE,-0.228859853255178
"66968",43661,59,"N","Caucasian",0,0,1,0,1,1,0,0,0,3,0,0,-1,-2,2,0,-1,1,32,56,50,50,93,-1,1,1,1,0,0,0.0604227520525455,3,3,50,60,93,-1,-1,2,1,-1,1,1,1,1,1,1,0,-0.193089827895164,1,0.0604227520525455,1,0.795276857541516,0.157100702380048,0.585601474837552,1.5,3,-0.907034542535251,-0.374804201368527,TRUE,0.538572127400575
"66970",44921,80,"D","Caucasian",1,0,1,0,1,1,1,1,0,0,-1,-1,-1,-1,0,0,-1,-2,82,22,7,50,70,0,5,1,1,0,2,-0.93074232339859,0,0,100,0,50,-1,-1,0,-1,-1,0,1,1,1,1,1,0,0.726503610610962,0,0.053385753184557,0,-1.14159030911503,-0.843446816934125,-1.00225849835601,-0.5,0,-0.413220837014379,-0.374804201368527,FALSE,-0.418755608990449
"66972",28043,48,"R","Caucasian",1,0,1,0,1,1,1,0,1,2,1,0,1,1,1,0,0,3,71,50,50,50,91,0,2,1,1,1,0,0.402200937271118,1,1,50,49,58,0,0,1,1,1,1,1,1,1,1,1,0,-0.374505966901779,0,0.053385753184557,0,0.427226601802409,0.168221142251428,0.746220169411322,1.5,1,1.50846510349656,0.559228919758662,FALSE,0.217072551284161
"66976",734,24,"D","African American",0,1,0,0,0,0,0,1,0,0,0,1,-1,0,-1,-1,-1,0,88,32,22,92,100,0,4,1,1,0,2,-0.836007058620453,0,-2,50,20,74,-2,0,-1,1,-2,1,1,1,1,1,1,0,1.51967060565948,0,-0.836007058620453,0,-1.05901457321204,-1.17889920947972,-0.553035099332263,0,-1,0.0805928685064935,-0.323568146395015,FALSE,0.343970288507496
"66978",49442,62,"D","African American",1,1,0,0,0,1,1,1,0,0,0,1,-2,-1,0,0,0,-2,90,50,50,50,90,-1,4,1,1,1,3,-0.451361030340195,0,0,100,50,50,-2,-2,0,-1,0,0,1,1,1,1,1,0,-0.790862858295441,0,-0.624336540699005,0,-0.602726253908684,-0.0845401336505679,-0.321187449471167,0,0,-0.880250101748978,-1.30883732249572,TRUE,0.0861345789046212
"66980",59738,54,"D","Hispanic",1,0,0,1,0,1,0,1,0,2,2,-1,0,0,0,1,1,0,7,50,50,18,95,0,4,1,1,0,2,0.174014404416084,3,2,20,50,10,-1,-1,0,1,1,1,1,1,1,1,1,0,2.00018119812012,0,-0.196575284004211,0,0.64560671047004,0.434715826967632,0.572290132518353,2,2.5,0.547622133241092,-0.374804201368527,FALSE,0.000288645647598118
"66981",44717,59,"R","Hispanic",0,0,0,1,1,1,0,0,1,1,1,-1,-1,-1,-1,0,-1,-2,17,50,50,1,90,-2,4,1,1,0,-1,-0.567164957523346,1,2,50,50,61,-1,-1,-1,0,0,0,1,1,1,1,1,0,1.40795946121216,0,-0.196575284004211,0,-0.220901153808723,-0.601183125325939,-0.279253078143033,1,1.5,-0.413220837014379,-0.374804201368527,FALSE,0.0778379254037608
"66990",38192,35,"D","Hispanic",1,0,0,1,1,1,0,1,0,3,3,-2,1,0,2,2,2,3,90,84,84,50,84,2,1,1,1,1,3,1.54321801662445,3,3,85,86,50,2,1,2,2,2,2,1,1,1,1,1,0,-0.5688596367836,0,0.879591703414917,0,1.81481321267212,1.85090942997927,1.9372361885835,3,3,1.01465139797569,1.93466057396269,FALSE,0.262087956266483
"66995",53925,19,"N","Caucasian",0,0,1,0,0,0,0,0,0,3,3,0,0,-2,2,-1,0,2,35,85,50,40,85,0,0,1,1,0,1,0.612130343914032,3,3,40,100,75,0,-1,2,1,1,1,1,1,1,1,1,0,-0.990206182003021,1,0.612130343914032,1,1.42650860993993,0.165608173308599,1.39724712637352,3,3,-0.440005277800652,0.0665943317083116,TRUE,1.07090527743465
"66997",46090,42,"N","Hispanic",0,0,0,1,1,1,0,0,0,3,2,-1,-1,-1,1,1,1,2,100,71,73,28,62,0,1,1,1,0,1,0.617520987987518,2,2,92,88,11,-1,0,1,1,1,1,1,1,1,1,1,1,-0.944510459899902,0,0.617520987987518,1,0.955841301870151,0.952257899444841,1.10404285946324,2.5,2,-0.413220837014379,0.117830386681824,FALSE,0.192483976542694
"66998",53587,58,"N","Caucasian",1,0,1,0,1,1,1,0,0,0,1,0,0,-1,0,0,0,2,89,75,76,65,85,0,3,1,1,1,0,0.277707815170288,2,2,82,80,86,0,0,1,0,0,0,1,1,1,1,1,0,-0.768993496894836,0,0.277707815170288,1,0.403821367866059,0.214777288564891,0.362205100300889,0.5,2,0.0538084277202204,0.559228919758662,FALSE,0.00576011484187186
"67001",36930,80,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,-2,2,2,2,2,2,3,60,63,62,62,81,3,0,1,1,0,2,1.35095596313477,3,3,72,100,70,2,1,2,2,1,2,1,1,1,1,1,0,-0.110134549438953,0,1.5678334236145,0,1.75221193934767,1.59764084195081,1.84336134901463,3,3,2.46930807375203,1.93466057396269,FALSE,0.266726350737691
"67004",13057,56,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,1,-1,-1,1,0,1,2,100,95,80,0,100,0,0,1,1,0,1,0.865971922874451,3,3,50,50,19,-1,1,1,0,1,0,1,1,1,1,1,0,-0.0494651459157467,0,0.207746982574463,0,0.585749013078502,0.777469114427256,0.309280887540769,3,3,-0.413220837014379,0.610464974732174,FALSE,-0.333427163531662
"67009",33628,44,"D","African American",1,1,0,0,1,0,0,1,0,0,2,1,-1,-1,1,0,0,1,90,81,88,50,70,1,4,1,0,0,3,0.1759292781353,0,0,63,50,18,-1,-1,0,-1,0,-1,1,1,1,1,1,0,1.85719108581543,1,0.1759292781353,0,-0.764890244374207,0.605685067027867,-0.542262323120617,1,0,-0.413220837014379,-0.374804201368527,TRUE,-0.727273673324014
"67010",67763,18,"N","Hispanic",1,0,0,1,1,0,0,0,0,3,3,0,0,-2,1,0,1,3,100,100,50,0,100,3,4,1,1,0,3,0.935564577579498,3,2,100,50,74,0,0,0,0,0,0,1,1,1,1,1,0,-0.233683347702026,0,0.208274960517883,1,0.153119624201184,0.432102858024804,-0.0961481004795024,3,2.5,-0.440005277800652,0.559228919758662,FALSE,-0.502761065716953
"67011",1509,46,"D","Hispanic",1,0,0,1,1,1,0,1,0,3,2,1,-1,1,1,-2,0,0,100,50,50,1,100,0,4,1,1,0,3,-0.196151331067085,2,-2,100,76,50,0,0,0,0,0,0,1,1,1,1,1,0,-0.838131487369537,0,0.208274960517883,0,-0.260399676740984,-0.342527347438221,0.142400359555111,2.5,0,0.574406574027365,0.559228919758662,FALSE,-0.00655301354370834
"67046",14547,37,"R","Hispanic",0,0,0,1,0,0,0,0,1,3,-3,1,-2,2,0,-2,-2,0,0,50,50,50,100,0,2,1,1,0,-2,-0.950111210346222,0,0,16,27,100,0,0,0,0,0,0,1,1,1,1,1,0,0.294929534196854,1,-1.60249841213226,0,-0.610343852205273,-1.12305205488697,-0.30717173820243,0,0,0.601191014813639,0.559228919758662,FALSE,0.452929143443127
"67047",26107,83,"R","Hispanic",0,0,0,1,0,0,1,0,1,-3,-3,2,-2,-2,-2,-2,-2,-3,0,0,0,50,100,-1,4,1,0,0,-3,-2.25488567352295,-3,-3,0,0,0,-2,1,0,-2,-2,-2,1,1,1,1,1,1,1.37693619728088,1,-1.60249841213226,0,-2.5114175879248,-2.20418503402838,-1.89177160500332,-3,-3,-1.37406380726985,0.169066441655336,TRUE,-0.233272632141684
"67050",46136,77,"R","Caucasian",0,0,1,0,1,1,1,0,1,0,0,1,-1,-1,0,-1,-1,-3,0,0,0,17,17,-3,1,1,0,0,-3,-1.65420997142792,1,1,0,0,50,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0.540316045284271,0,-1.60908150672913,0,-1.20833820133055,-1.17940652160619,-1.40643834966899,0,1,-0.413220837014379,-0.374804201368527,FALSE,-0.072378777558723
"67051",55016,66,"R","Hispanic",1,0,0,1,0,1,1,0,1,2,1,1,-1,-1,0,-2,-1,-3,0,0,0,7,14,-3,1,1,0,0,-3,-1.56395292282104,1,1,50,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0.566177129745483,0,-1.60908150672913,0,-1.20833820133055,-1.43478076645101,-1.40643834966899,1.5,1,-0.413220837014379,-0.374804201368527,FALSE,-0.127913037781571
"67052",16851,64,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,0,0,0,0,1,0,3,60,50,50,50,50,3,0,1,1,0,2,0.589659333229065,3,3,60,50,50,0,0,0,1,0,1,1,1,1,1,1,0,-0.552466452121735,0,0.894347071647644,0,0.601692616516664,0.170834111194257,0.349966122161612,3,3,0.547622133241092,0.559228919758662,FALSE,-0.0809381552854535
"67056",13419,72,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,3,-1,1,2,1,1,2,3,93,94,94,80,94,2,3,1,1,0,1,1.51919090747833,3,3,90,50,50,2,2,1,0,2,1,1,1,1,1,1,0,-0.308830976486206,0,1.51919090747833,0,0.914696760405141,1.45789599469993,0.75267977154696,3,3,2.00227880901744,2.42729516201304,FALSE,-0.796835299387605
"67067",56159,40,"D","Hispanic",1,0,0,1,0,0,0,1,0,2,2,0,1,0,0,1,1,2,90,50,50,50,90,0,1,1,1,0,3,0.537356972694397,1,2,80,50,50,1,0,1,1,0,2,1,1,1,1,1,0,1.07378852367401,0,0.537356972694397,0,0.55291810428146,0.434715826967632,0.754145973474592,2,1.5,1.01465139797569,1.0006274528355,FALSE,-0.0336862547819786
